word_1,word_0
,"complete,completable, ,completedness, ,completely, ,completeness, ,completer, ,completive, ,completively, ,half-completed, ,precompleteness, ,quasi-complete, ,quasi-completely, ,subcomplete, ,subcompletely, ,subcompleteness, ,uncompletable, ,uncomplete, ,uncompletely, ,uncompleteness, ,uncompleted, ,well-completed, ,completely, ,completeness, ,completer, ,completion, ,completive, "
,"variety,nonvariety, ,nonvarieties.,overvariety, ,subvariety, ,subvarieties."
"jump,hand,table,tide","turn,turnable, ,unturnable, ,unturned, ,turnable, "
sleeper,"sleep,sleepful, ,sleeplike, ,antisleep, ,undersleep, ,underslept, ,undersleeping."
,"involved,involvedly ,involvedness, ,noninvolved, ,uninvolved, ,involvement, ,involver, ,interinvolve, ,interinvolved, ,interinvolving.,noninvolvement, ,overinvolve, ,overinvolved, ,overinvolving.,preinvolve, ,preinvolved, ,preinvolving.,preinvolvement, ,reinvolve, ,reinvolved, ,reinvolving.,reinvolvement, ,involvement, ,involver, "
"nuclear family,nuclear energy","nuclear,internuclear, ,multinuclear, ,postnuclear, "
"investigating,investigated","investigation,investigational, ,preinvestigation, ,reinvestigation, ,investigational, "
,"research,researchable, ,researcher, ,researchist, ,proresearch, ,underresearch, ,researchable, ,researcher, "
"pressure,pressure,pressure,pressured,pressure,printing press,pressure,pressure,flesh,impress","press,pressable, "
,"conflict,confliction, ,conflictive, ,conflictory ,nonconflictive, ,preconflict, ,preconflict, ,self-conflict, ,unconflictive, ,confliction, ,conflictive, ,conflictory, "
"letter,alcohol,essence,God,spiritualist,inspirit","spirit,spiritlike, ,nonspirit, ,outspirit, ,unspiriting, "
,"experience,experienceable, ,experienceless, ,postexperience, ,preexperience, ,preexperienced, ,preexperiencing.,reexperience, ,reexperienced, ,reexperiencing.,experienceable, "
place,"replace,replaceable, ,replaceability, ,replacer, ,nonreplaceable, ,quasi-replaced, ,unreplaceable, ,unreplaced, ,well-replaced, ,replaceable, ,replaceability, ,replacer, "
,"encourage,encourager, ,encouragingly, ,overencourage, ,overencouraged, ,overencouraging.,preencourage, ,preencouraged, ,preencouraging.,reencourage, ,reencouraged, ,reencouraging.,unencouraged, ,unencouraging, ,well-encouraged, ,encouragement, ,encourager, ,encouraging, ,encouragingly, "
,"lot,lotter, ,interlot, ,interlotted, ,interlotting.,sublot, ,unlotted, "
,"argument,reargument, "
"day camp,summer camp,campy,cyclic AMP","camp,Walter Chauncey ,camping, "
,"brain,brainlike, ,superbrain, "
British English,"British,Britishly, ,Britishness, ,anti-British, ,non-British, ,pre-British, ,pro-British, ,Britishness, "
feature story,"feature,transfeature, ,transfeatured, ,transfeaturing.,underfeature, "
noon,"afternoon,preafternoon, "
"end,week",weekend
twelve,"dozen,dozenth, "
"possible,possible",possibility
"be,americium,America,American",am
"insuring,insured,insures","insurance,noninsurance, ,preinsurance, ,proinsurance, "
,"department,departmental ,departmentally, ,nondepartmental, ,nondepartmentally, ,predepartmental, ,subdepartment, ,subdepartmental, ,departmentally, "
battlements,"battle,battler, ,battler, "
,generally
,"crisis,crisic, ,postcrisis, ,postcrises."
"Africa,Africa,Africa","African,Africanness, ,inter-African, ,non-African, ,proAfrican, ,pseudo-African, ,trans-African, "
,"complete,completable, ,completedness, ,completely, ,completeness, ,completer, ,completive, ,completively, ,half-completed, ,precompleteness, ,quasi-complete, ,quasi-completely, ,subcomplete, ,subcompletely, ,subcompleteness, ,uncompletable, ,uncomplete, ,uncompletely, ,uncompleteness, ,uncompleted, ,well-completed, ,completely, ,completeness, ,completer, ,completion, ,completive, "
"composing stick,stick shift,composing stick,shove,shove,neck,gun","stick,stickless, ,sticklike, ,stickable, ,stickability, ,restickable, "
"fly,alluvial fan,Fang","fan,fanlike, ,fanner, ,unfanned, ,fanlike, ,fanner, "
definition,"define,definable, ,definability, ,definably, ,definement, ,definer, ,misdefine, ,misdefined, ,misdefining.,nondefinability, ,nondefinable, ,nondefinably, ,nondefined, ,nondefiner, ,predefine, ,predefined, ,predefining.,redefine, ,redefined, ,redefining.,self-defined, ,semidefined, ,undefinable, ,definable, ,definability, ,definably, ,definer, "
,"easily,overeasily, "
,"element,interelement, ,subelement, "
,"hole,holeless, ,holey, "
"computer vision,envision","vision,visionless, ,visionless, "
,"status,nonstatus, "
,"normal,normality, ,normalness, ,antinormal, ,antinormalness, ,antinormality, ,half-normal, ,half-normally, ,hypernormal, ,hypernormally, ,hypernormalness, ,hypernormality, ,nonnormal, ,nonnormally, ,nonnormalness, ,nonnormality, ,nonnormalities.,overnormal, ,overnormally, ,overnormality, ,quasi-normal, ,quasi-normally, ,seminormal, ,seminormally, ,seminormalness, ,seminormality, ,transnormal, ,transnormally, ,unnormal, ,unnormally, ,unnormalness, ,normalcy, "
,"ship,shipless, ,shiplessly, ,misship, ,misshipped, ,misshipping.,preship, ,preshipped, ,preshipping.,shippable, "
"precious stone,testes,stoneware,stony","stone,stonable, ,stoneable, ,stoneless, ,stonelessness, ,stonelike, ,unstonable, ,unstoneable, ,Edward Durell ,Harlan Fiske ,I(sidor) F(einstein) ,stonable, ,stoneable, ,stoneless, ,stonelessness, ,stonelike, "
,"solution,solutional, ,nonsolution, ,presolution, "
,"slow,slowly, ,slowness, ,overslow, ,overslowly, ,overslowness, ,ultraslow, ,ultraslowly, ,unslow, ,unslowly, ,unslowness, ,unslowed, ,slowly, ,slowness, "
scale insect,"scale,scaleless, ,scalelike, ,scalelike, "
"China,China,China,China","Chinese,non-Chinese, ,non-Chinese, ,pre-Chinese, ,pre-Chinese.,pro-Chinese, ,pro-Chinese.,pseudo-Chinese, ,pseudo-Chinese."
"baud,bite,bullet,dust","bit,bitless, ,bitable, ,biteable, ,biter, "
,"university,universitarian ,antiuniversity, ,counteruniversity, ,counteruniversities.,interuniversity, ,nonuniversity, ,nonuniversities, ,preuniversity, ,prouniversity, "
,"introduce,introducer, ,introducible, ,quasi-introduced, ,reintroduce, ,reintroduced, ,reintroducing.,subintroduce, ,subintroduced, ,subintroducing.,unintroduced, ,unintroducible, ,well-introduced, ,introducer, ,introducible, "
driving wheel,"driver,driverless, ,nondriver, ,driverless, "
,"attempt,attemptability, ,attemptable, ,attempter, ,quasi-attempt, ,reattempt, ,unattemptable, ,unattempted, ,unattempting, ,well-attempted, ,attemptable, ,attempter, "
"amusement park,theme park","park,parker, ,parklike, ,overpark, ,repark, ,superpark, ,unparked, ,Mungo ,parklike, "
"spot announcement,spot price,spotlight,spotlight,spotted,spotter","spot,spotlike, ,spottable, ,nonspottable, ,respot, ,respotted, ,respotting.,unspottable, ,spottable, "
,lack
"ice cream,Iceland,Icelandic","ice,iceless, ,icelike, ,reice, ,reiced, ,reicing.,unice, ,uniced, ,unicing.,iceless, ,icelike, "
"lifeboat,rock","boat,boatable, ,boatless, "
,"drink,outdrink, ,outdrank ,outdrunk; ,outdrunk ,outdrank; ,outdrinking.,overdrink, ,overdrank ,overdrunk; ,overdrunk ,overdrank; ,overdrinking.,drinkable, "
Sunday,"sun,sunlike, ,sunlike, "
"interval,distant,distant,interval,aesthetic distance,distant","distance,distanceless, "
frontispiece,"front,unfronted, ,frontless, "
"dolly,dolly,dolly,dolly,barter,truck system,barter,barter","truck,truckable, "
"firewood,woodblock,wooden","wood,woodless, ,woodless, "
hand,"handle,handleable, ,handleability, ,handleless, ,overhandle, ,overhandled, ,overhandling.,prehandle, ,prehandled, ,prehandling.,rehandle, ,rehandled, ,rehandling.,handleable, ,handled, ,handleless, "
"return ticket,carriage return","return,nonreturn, ,prereturn, ,unreturned, ,unreturning, "
molehill,"mountain,mountainless, ,submountain, ,undermountain, "
"surveying,surveying","survey,surveyable, ,presurvey, ,presurvey, ,self-survey, ,self-surveyed, ,unsurveyable, ,unsurveyed, ,surveyable, "
,"supposed,supposedly ,nonsupposed, ,unsupposed, ,supposable, ,supposably, ,supposer, ,missuppose, ,missupposed, ,missupposing.,unsupposable, ,supposable, ,supposer, "
"winter solstice,summer","winter,winterer, ,winterish, ,winterishly, ,winterless, ,winterer, ,winterish, ,winter-like, ,winterless, "
,"tradition,traditionless, ,antitradition, ,countertradition, ,nontradition, ,protradition, ,traditionless, ,traditionist, "
,"village,villageless, ,villagey, ,villagy, ,intervillage, ,village-like, "
,"refuse,refusable, ,refuser, ,quasi-refused, ,unrefusable, ,unrefused, ,unrefusing, ,refusable, ,refuser, "
"sale,selling,sold,sell","sale,intersale, ,nonsale, ,subsale, "
"rolling pin,roller,rolling mill,punch","roll,rollable, ,reroll, ,unrollable, "
,"communication,communicational, ,noncommunication, ,overcommunication, ,precommunication, ,self-communication, "
,"farm,farmable, ,minifarm, ,nonfarm, ,profarm, ,superfarm, ,unfarmable, ,unfarmed, ,farmable, "
"resides,residing,residency","resident,residentship, ,pseudoresident, ,unresident, ,residentship, "
"gold standard,gold medal,Nanay","gold,nongold, "
club sandwich,"club,interclub, ,superclub, ,clubbing, "
,"hide,hidable, ,hidability, ,hider, ,hideless, ,hidable, ,hider, ,hideless, "
tusk,"gain,gainable, ,ungainable, ,gainable, "
"potent,electric potential","potential,nonpotential, ,potentially, "
,middle
screen grid,"screen,screenable, ,screener, ,screenless, ,screenlike, ,rescreen, ,superscreen, ,unscreenable, ,unscreened, ,screenable, ,screener, ,screenful, ,screenlike, "
"present,present,presence chamber","presence,nonpresence, "
,"increase,increasable, ,increasedly ,nonincreasable, ,nonincrease, ,preincrease, ,preincrease, ,preincreased, ,preincreasing.,proincrease, ,quasi-increased, ,reincrease, ,reincreased, ,reincreasing, ,superincrease, ,superincreased, ,superincreasing.,superincrease, ,unincreasable, ,unincreased, ,increasable, ,increasingly, ,increaser, "
,"soviet,sovietdom ,anti-Soviet, ,pro-Soviet, "
,"future,futureless, "
statistically independent,"independent,independently, ,nonindependent, ,nonindependently, ,preindependent, ,preindependently, ,pseudoindependent, ,pseudoindependently, ,quasi-independent, ,quasi-independently, ,superindependent, ,superindependently, ,independently, "
,"district,interdistrict, ,outdistrict, ,predistrict, "
,"shape,shapable, ,shapeable, ,outshape, ,outshaped, ,outshaping.,preshape, ,preshaped, ,preshaping.,transshape, ,transshaped, ,transshaping.,unshapable, ,unshapeable, ,unshaping, ,shapable, ,shapeable, ,shaper, "
"reads,reading","reader,nonreader, ,subreader, ,underreader, "
,"crowd,crowder, ,crowded, ,crowdedly, ,crowdedness, ,crowder, "
"Europe,Europe,Europe","European,Europeanly, ,anti-European, ,inter-European, ,non-European, ,pro-European, ,pseudo-European, ,un-European, ,Europeanism, "
expressly,"express,expresser, ,expressor, ,expressible, ,expressless, ,overexpress, ,preexpress, ,quasi-expressed, ,reexpress, ,superexpress, ,unexpressible, ,well-expressed, ,expresser, ,expressible, "
,"contract,contractee, ,contractible, ,contractibility, ,contractibleness, ,contractibly, ,noncontract, ,overcontract, ,postcontract, ,recontract, ,contractible, ,contractibly, "
,"apartment,apartmental "
,"strength,superstrength, "
"Jesus Christ,Jesus Christ,Jesus Christ,Jesus Christ,Christianity,Christ,Disciples of Christ","Christian,Christianly, "
,"previous,previously, ,previousness, ,previously, ,previousness, "
Geneva bands,"band,bander, ,bandless, "
"carriage,horsepower,traveler,heroin","horse,horseless, ,horselike, ,underhorse, ,underhorsed, ,underhorsing.,horseless, ,horselike, "
,"target,targetable, ,targetless, ,untargetable, ,untargeted, ,targetless, "
"interest,interest,interest","interested,interestedly, ,interestedness, ,overinterested, ,overinterestedly, ,overinterestedness, ,quasi-interested, ,quasi-interestedly, ,well-interested, ,overinterest, ,preinterest, ,reinterest, ,interestedly, ,interestedness, "
"state prison,imprisonment","prison,prisonlike, ,postprison, "
"herd,shotgun","ride,ridable, ,rideable, "
,"guard,guardable, ,guarder, ,guardless, ,guardlike, ,preguard, ,underguard, ,unguardable, ,guardable, ,guarder, ,guardless, ,guardlike, "
,"term,termly, ,interterm, ,misterm, ,termly, "
,"demand,demandable, ,demander, ,counterdemand, ,overdemand, ,predemand, ,superdemand, ,undemanded, ,demandable, ,demander, "
"reports,report,reports",reporter
delivery,"deliver,deliverer, ,misdeliver, ,outdeliver, ,predeliver, ,undelivered, ,well-delivered, ,deliverable, ,deliverability, ,deliverer, "
"text message,text message,text message","text,textless, ,textless, "
,"share,sharable, ,shareable, ,sharer, ,nonsharing, ,unsharable, ,unshareable, ,unshared, ,unsharing, ,sharable, ,shareable, ,sharer, "
"penis,hand tool","tool,tooler, ,toolless, ,multitool, ,untooled, ,tooler, ,tool-less, "
wilderness,"wild,wildly, ,wildness, ,half-wildly, ,half-wildness, ,overwild, ,overwildly, ,overwildness, ,semiwild, ,semiwildly, ,semiwildness, ,unwild, ,unwildly, ,unwildness, ,wildish, ,wildly, ,wildness, "
observer,"observe,observedly ,observingly, ,nonobserving, ,nonobservingly, ,preobserve, ,preobserved, ,preobserving.,quasi-observed, ,reobserve, ,reobserved, ,reobserving.,self-observed, ,unobserved, ,unobserving, ,well-observed, ,observable, ,observableness, ,observability, ,observably, "
,vehicle
"fly,fleeing",flight
,"facility,nonfacility, ,nonfacilities.,overfacility, "
,"understanding,understandingly, ,nonunderstanding, ,nonunderstandingly, ,self-understanding, ,preunderstand, ,preunderstood, ,preunderstanding.,understandingly, ,understandable, ,understandably, "
"arithmetic mean,arithmetic mean","average,averageable, ,averagely, ,averageness, ,subaverage, ,subaveragely, ,superaverage, ,superaverageness, ,unaveraged, ,underaverage, ,well-averaged, ,averagely, ,averageness, "
,"emerge,reemerge, ,reemerged, ,reemerging.,unemerged, ,emerging, "
,advantage
quickly,"quick,quickness, ,unquick, ,unquickly, ,unquickness, ,quickly, ,quickness, "
,"light,lightful, ,lightfully, ,lightish, ,lightless, ,lightish, ,lightly, ,lightness, "
leader,leadership
,"earn,earner, "
"euro,euro,impounded,reach,impound","pound,pounder, ,Ezra Loomis ,pounder, "
base,basis
,"bright,brightish, ,brightly, ,overbright, ,overbrightly, ,overbrightness, ,superbright, ,unbright, ,unbrightly, ,unbrightness, ,brightly, "
operation,"operate,operatable, ,preoperate, ,preoperated, ,preoperating.,reoperate, ,reoperated, ,reoperating.,unoperatable, ,unoperated, ,well-operated, "
,"guest,guestless, "
,"sample,intersample, ,intersampled, ,intersampling.,missample, ,missampled, ,missampling.,resample, ,resampled, ,resampling."
,"contribute,contributable, ,contributive, ,contributively, ,contributiveness, ,noncontributable, ,noncontributing, ,noncontributive, ,noncontributively, ,noncontributiveness, ,overcontribute, ,overcontributed, ,overcontributing.,precontribute, ,precontributed, ,precontributing.,precontributive, ,uncontributed, ,uncontributing, ,uncontributive, ,uncontributively, ,uncontributiveness, ,contributable, ,contributive, ,contributively, ,contributiveness, "
,"tiny,tinily, ,tininess, ,tinily, ,tininess, "
,"settle,settleable, ,settleability, ,settledness, ,quasi-settled, ,unsettleable, ,well-settled, ,settleable, "
"patronage,coverage,protectionism","protection,protectional, ,nonprotection, ,overprotection, ,protectionism, ,protectionist, "
"collection,collected,collected",collect
,highly
added,"additional,additionally, ,preadditional, ,additionally, "
,"identity,nonidentity, "
feeder,"feed,feedable, ,outfeed, ,outfed, ,outfeeding.,refeed, ,refed, ,refeeding.,unfeedable, ,feeless, ,overfee, ,superfee, ,feedable, ,feeless, "
"auction block,writer's block,cylinder block","block,blockable, ,reblock, ,subblock, ,unblocked, ,blocker, "
,lesson
title page,"title,mistitle, ,mistitled, ,mistitling.,nontitle, ,retitle, ,retitled, ,retitling.,undertitle, "
,"faith,multifaith, "
"life,life,hog","living,livingly, ,livingness, ,nonliving, ,quasi-living, ,unliving, "
rives,"river,riverless, ,riverlike, ,riverless, "
demote,"promote,promotable, ,promotability, ,prepromote, ,prepromoted, ,prepromoting.,self-promoting, ,unpromotable, ,unpromoted, ,promotable, ,promotion, ,promotional, "
coup,"count,half-counted, ,countship, "
,"marry,marrier, ,nonmarrying, ,unmarrying, ,marrier, "
,tomorrow
"technical,technical",technique
"crossette,earphones,ear tuft,wet","ear,earless, ,earlike, ,earless, ,earlike, "
"patho-,pathological,pathology","path,multipath, ,outpath, ,pathless, "
,"shop,intershop, "
,"order,orderable, ,orderer, ,orderless, ,counterorder, ,misorder, ,preorder, ,unorderable, ,orderer, ,orderless, "
,"folk,folkish, ,folkishness, "
,principle
,"survive,self-surviving, ,unsurvived, ,unsurviving, ,survivable, ,survivability, "
"airlift,fat,airlift","lift,liftable, ,lifter, ,underlift, ,unliftable, ,unlifted, ,unlifting, ,liftable, ,lifter, "
,"border,bordered, ,borderless, ,transborder, ,unbordered, "
competing,"competition,noncompetition, ,procompetition, ,supercompetition, "
"jump bid,turn,jump discontinuity,jump-start,bail,throat,ship,gun,shark","jump,jumpable, ,jumpingly, ,outjump, ,unjumpable, ,jumpable, ,jumpingly, "
,"gather,gatherable, ,gatherer, ,pregather, ,regather, ,ungathered, ,well-gathered, ,gatherable, ,gatherer, "
fight,"fit,fittable, ,unfittable, ,fittable, "
,"limit,limitable, ,limitableness, ,overlimit, ,relimit, ,underlimit, ,underlimit, ,limitable, ,limitableness, ,limitless, ,limitlessly, ,limitlessness, "
,"claim,claimable, ,claimless, ,misclaim, ,nonclaimable, ,overclaim, ,preclaim, ,superclaim, ,unclaimed, ,unclaiming, ,claimable, ,claimer, "
"battle cry,havoc,milk","cry,countercry, ,countercries."
"equipping,equipped","equipment,preequipment, ,reequipment, "
,worth
association,"associate,associateship, ,nonassociated, ,reassociate, ,reassociated, ,reassociating.,superassociate, ,unassociated, ,well-associated, ,associable, ,associator, ,associatory, ,associateship, "
,"critic,supercritic, "
,aspect
"warmth,warmth","warm,warmer, ,warmish, ,warmly, ,warmness, ,overwarmed, ,prewarm, ,rewarm, ,unwarmed, ,unwarming, ,warmer, ,warmish, ,warmly, ,warmness, "
,result
failing,"failure,nonfailure, "
responsibility,"responsible,responsibleness, ,responsibly, ,interresponsible, ,nonresponsible, ,nonresponsibleness, ,nonresponsibly, ,preresponsible, ,quasi-responsible, ,quasi-responsibly, ,superresponsible, ,superresponsibleness, ,superresponsibly, ,unresponsible, ,unresponsibleness, ,unresponsibly, ,responsibleness, ,responsibly, "
,affair
,"approach,approacher, ,approachless, ,reapproach, ,unapproached, ,unapproaching, ,well-approached, "
,"insist,insister, ,insistingly, ,overinsist, ,reinsist, ,superinsist, ,insister, ,insistingly, "
,"comment,commentable, ,commenter, ,uncommented, ,uncommenting, ,undercomment, ,undercomment, ,commenter, "
"wingspan,lay,point spread","spread,antispreading, ,prespread, ,prespread, ,prespreading.,respread, ,respread, ,respreading.,underspread, ,underspread, ,underspreading.,unspread, ,unspreading, ,spreadability, ,spreadable, "
,"annual,annually, ,interannual, ,interannually, ,annually, "
,"French,Frenchness, ,Sir John Denton Pinkstone ,Frenchness, "
secular,"regular,regularity ,regularness, ,quasi-regular, ,quasi-regularly, ,subregular, ,subregularity, ,regularity, ,regularly, "
"Christmastime,Christmastide","Christmas,Christmassy, ,Christmasy, ,post-Christmas, ,pre-Christmas, "
,"procedure,procedural, ,procedurally, "
"ball,bases,base runner,ball,bases,ball","baseball,probaseball, "
soft-core,"soft,softly, ,softness, ,oversoft, ,oversoftly, ,oversoftness, ,supersoft, ,ultrasoft, ,ultrasoftly, ,ultrasoftness, ,unsoft, ,unsoftly, ,unsoftness, ,softly, "
chair,"chairman,chairmanship, "
,"ignore,ignorable, ,ignorer, ,unignorable, ,unignorably, ,unignored, ,unignoring, ,well-ignored, ,ignorable, ,ignorer, "
egg case,"egg,eggless, ,eggy, "
"measurement,measurement,measurement,measurement,measurements,measurement","measure,measurer, ,intermeasure, ,intermeasured, ,intermeasuring.,mismeasure, ,mismeasured, ,mismeasuring.,outmeasure, ,outmeasured, ,outmeasuring.,premeasure, ,premeasured, ,premeasuring.,remeasure, ,remeasured, ,remeasuring.,undermeasure, ,undermeasured, ,undermeasuring, ,measurer, "
believed,"belief,prebelief, ,superbelief, "
demonstration,"demonstrate,demonstratedly, ,counterdemonstrate, ,counterdemonstrated, ,counterdemonstrating.,predemonstrate, ,predemonstrated, ,predemonstrating.,redemonstrate, ,redemonstrated, ,redemonstrating.,subdemonstrate, ,subdemonstrated, ,subdemonstrating.,undemonstrated, ,well-demonstrated, "
,"murder,self-murder, ,self-murdered, ,murderer, ,murderess, "
"given,giving","gift,giftless, ,giftless, "
religious,"religion,religionless, ,antireligion, ,nonreligion, ,subreligion, "
revue,"review,reviewable, ,reviewability, ,reviewless, ,nonreviewability, ,nonreviewable, ,prereview, ,rereview, ,unreviewable, ,unreviewed, ,well-reviewed, ,revuist, ,reviewable, ,reviewer, "
"edits,editing","editor,editorship, "
coffee-colored,coffee
documentary,"document,documentable ,documenter, ,nondocumented, ,redocument, ,well-documented, "
,"engage,engager, ,engager, "
,"speed,speedful, ,speedfully, ,speedfulness, ,speedingly, ,speedingness, ,speedless, ,multispeed, ,outspeed, ,outsped ,outspeeded, ,outspeeding.,overspeed, ,oversped ,overspeeded, ,overspeeding.,speeder, "
"spider,Southern Cross,heart,mind,path,line,cross","cross,crossable, ,crossability, ,recross, ,uncrossable, ,crosser, ,crossly, ,crossness, "
